id,brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,car_score,milage_per_year,price
17052,29,383,12,111773,3,257,19,87,25,1,0,391,8597.923076923076,15000
17053,28,1435,0,2043,3,876,31,45,25,1,0,980,2043.0,81500
17054,13,443,11,89190,3,166,4,87,25,0,0,285,7432.5,12500
17055,26,591,14,45000,3,224,4,25,25,1,0,281,3000.0,17900
17056,26,170,19,162482,3,123,4,45,3,0,0,178,8124.1,16900
17057,21,667,8,70582,3,333,4,48,6,1,0,394,7842.444444444444,17495
17058,32,1587,3,36500,3,743,19,45,25,1,0,835,9125.0,113000
17059,26,591,23,267000,3,226,9,45,25,1,0,308,11125.0,8000
17060,13,75,16,142000,3,63,2,3,6,1,0,77,8352.941176470587,14900
17061,29,764,10,98400,3,492,15,87,25,1,0,622,8945.454545454546,15000
17062,28,585,11,87500,3,385,4,48,6,1,0,446,7291.666666666667,29998
17063,32,602,8,89352,3,338,5,45,25,1,0,416,9928.0,20999
17064,33,1441,25,110000,3,225,4,48,6,1,0,286,4230.7692307692305,4000
17065,25,1061,8,106000,3,619,5,48,6,0,0,681,11777.777777777777,24500
17066,15,1233,7,78000,3,423,30,60,43,1,0,559,9750.0,44800
17067,32,979,5,26000,3,756,9,45,25,1,0,838,4333.333333333333,30000
17068,32,1442,6,19000,3,862,17,48,25,1,0,955,2714.285714285714,49500
17069,34,1363,8,52375,3,726,30,48,25,0,0,832,5819.444444444444,48600
17070,32,1206,6,64800,3,696,31,87,3,1,0,820,9257.142857142857,37500
17071,41,1668,8,25882,1,319,19,45,3,1,0,387,2875.777777777778,85495
17072,26,1563,2,1090,3,888,19,45,25,1,0,980,363.3333333333333,54500
17073,33,1437,7,64855,3,803,9,48,25,1,0,888,8106.875,49995
17074,5,615,10,70700,3,268,5,48,25,0,0,349,6427.272727272727,15750
17075,32,326,19,130000,3,310,4,2,6,1,0,325,6500.0,4500
17076,30,1397,1,2900,3,348,4,103,6,1,0,464,1450.0,80000
17077,34,1718,4,18000,3,974,4,45,25,1,0,1051,3600.0,104999
17078,26,591,11,177702,3,226,4,45,25,0,0,303,14808.5,7000
17079,27,493,22,175722,3,265,4,45,6,0,0,323,7640.086956521739,5900
17080,34,503,14,67210,3,249,4,87,25,1,0,368,4480.666666666667,37500
17081,33,1246,6,22000,3,803,15,48,25,1,0,894,3142.8571428571427,44600
17082,25,1643,6,103000,3,921,31,45,25,1,0,1025,14714.285714285714,49999
17083,30,1633,13,95450,3,727,9,48,25,1,0,812,6817.857142857143,27000
17084,30,1324,5,46000,3,736,19,48,25,1,0,831,7666.666666666667,30000
17085,30,1101,5,23800,3,596,19,87,25,1,0,730,3966.6666666666665,37000
17086,36,1755,1,2800,3,868,19,48,52,1,0,990,1400.0,109900
17087,29,621,9,83420,2,420,19,87,3,0,0,531,8342.0,26600
17088,32,701,10,63398,3,555,9,87,3,0,0,657,5763.454545454545,21500
17089,20,1196,3,38352,3,633,20,93,25,1,0,774,9588.0,43642
17090,34,1333,6,67280,3,737,19,45,25,1,0,829,9611.42857142857,34700
17091,19,1134,8,75200,3,687,5,149,3,0,0,847,8355.555555555555,24999
17092,13,281,9,32697,3,322,5,87,3,0,0,420,3269.7,12250
17093,28,671,13,111000,3,406,4,3,6,1,0,422,7928.571428571428,13000
17094,30,1434,8,65550,3,814,17,48,25,0,0,907,7283.333333333333,42500
17095,30,627,10,71280,3,418,17,16,25,1,0,479,6480.0,17900
17096,30,1149,2,12000,3,596,17,45,25,1,0,686,4000.0,89000
17097,25,1005,10,62500,3,522,19,48,3,1,0,595,5681.818181818182,37000
17098,18,1258,5,73043,3,862,31,48,25,1,0,969,12173.833333333334,40250
17099,30,1760,7,41500,4,1008,17,48,25,1,0,1102,5187.5,64000
17100,32,1222,5,59271,2,654,4,45,3,1,0,708,9878.5,37500
17101,32,1286,7,127600,3,769,4,48,6,0,0,830,15950.0,14490
17102,27,441,12,122600,3,419,4,45,25,0,0,496,9430.76923076923,7500
17103,32,1206,5,69849,3,799,29,45,84,1,0,960,11641.5,24991
17104,15,660,8,128000,3,423,30,87,25,1,0,568,14222.222222222223,20500
17105,28,694,12,64549,3,437,5,24,6,0,0,475,4965.307692307692,36949
17106,25,565,15,170000,3,249,17,16,6,0,0,291,10625.0,7600
17107,28,628,6,32000,3,406,4,87,25,1,0,525,4571.428571428572,22999
17108,41,1772,8,19000,3,1011,17,87,25,1,0,1143,2111.1111111111113,105000
17109,42,1438,2,21404,3,810,4,87,25,1,0,929,7134.666666666667,49000
17110,36,816,7,65000,3,590,4,45,25,1,0,667,8125.0,19500
17111,36,1706,1,2100,3,967,19,87,6,1,0,1082,1050.0,149900
17112,30,384,16,63496,3,418,3,45,52,1,0,521,3735.0588235294117,16000
17113,39,545,8,167500,5,608,5,16,25,1,0,659,18611.11111111111,16500
17114,30,347,16,110000,3,178,5,45,6,1,0,237,6470.588235294118,6000
17115,33,1215,12,162731,2,328,4,48,3,1,0,385,12517.76923076923,16000
17116,34,1212,8,36900,3,604,17,45,25,1,0,694,4100.0,36880
17117,12,1130,3,19000,3,444,30,45,25,1,0,547,4750.0,49750
17118,18,242,10,191775,2,308,5,48,6,0,0,369,17434.090909090908,9750
17119,32,825,3,48300,3,515,31,24,25,1,0,598,12075.0,44850
17120,12,783,16,62377,3,493,9,25,25,1,0,555,3669.235294117647,21800
17121,32,574,10,74500,4,320,6,48,25,0,0,403,6772.727272727273,11499
17122,36,1116,7,67000,3,590,19,48,6,1,0,666,8375.0,37500
17123,33,1702,4,5200,3,962,17,48,52,1,0,1082,1040.0,64500
17124,28,584,15,27340,3,687,5,60,6,1,0,761,1708.75,75499
17125,51,1823,6,17761,3,1052,37,258,101,1,0,1451,2537.285714285714,417500
17126,25,869,6,16000,3,284,5,16,43,0,0,351,2285.714285714286,30500
17127,19,320,17,123112,6,702,4,103,51,0,0,866,6839.555555555556,9999
17128,36,1524,2,11700,3,845,19,45,25,1,0,937,3900.0,50000
17129,25,546,12,15055,3,289,4,45,25,0,0,366,1158.076923076923,5000
17130,33,1702,2,9642,3,962,19,87,25,1,0,1096,3214.0,81500
17131,32,643,8,92000,3,916,5,48,6,1,0,978,10222.222222222223,19995
17132,20,846,6,41997,3,471,5,45,25,1,0,549,5999.571428571428,24995
17133,41,1368,7,15000,3,988,17,48,25,1,0,1081,1875.0,155000
17134,40,1511,4,20500,3,769,19,45,25,1,0,861,4100.0,57000
17135,30,1747,1,3950,3,977,4,45,52,1,0,1081,1975.0,83500
17136,25,286,12,130000,3,198,5,45,25,0,0,276,10000.0,6000
17137,25,317,16,152000,3,176,2,48,3,0,0,232,8941.176470588236,15500
17138,5,165,7,91000,3,174,5,16,25,1,0,223,11375.0,12500
17139,32,960,4,92000,5,693,4,16,25,1,0,743,18400.0,36500
17140,34,1424,2,12500,3,621,4,87,25,1,0,740,4166.666666666667,54000
17141,32,477,20,333361,5,390,4,103,25,1,0,527,15874.333333333334,36300
17142,18,242,15,191775,2,308,4,48,6,0,0,368,11985.9375,9750
17143,30,1479,1,1563,6,860,17,45,25,1,0,953,781.5,57000
17144,30,841,7,87500,3,596,4,48,6,0,0,657,10937.5,25700
17145,33,1243,17,91843,3,656,2,24,6,0,0,691,5102.388888888889,6250
17146,35,1186,5,41000,3,624,17,48,52,1,0,744,6833.333333333333,33900
17147,19,332,6,50000,3,681,9,87,25,1,0,805,7142.857142857143,61000
17148,32,1206,6,53782,3,696,31,24,3,0,0,757,7683.142857142857,32000
17149,19,119,17,37216,3,93,2,48,6,0,0,152,2067.5555555555557,6250
17150,30,768,7,83298,3,596,4,48,25,1,0,676,10412.25,18400
17151,32,825,10,125575,3,515,5,16,25,0,0,564,11415.90909090909,3999
17152,32,1206,6,53500,3,696,31,48,3,1,0,781,7642.857142857143,42000
17153,33,1246,4,23133,3,803,9,60,25,1,0,900,4626.6,65999
17154,29,536,12,72000,3,478,19,48,43,0,0,591,5538.461538461538,38500
17155,31,1294,3,58000,3,876,4,48,25,1,0,956,14500.0,67100
17156,33,456,15,170000,2,328,4,48,25,0,0,407,10625.0,7500
17157,16,151,19,107000,3,107,4,3,3,1,0,120,5350.0,9500
17158,28,1146,8,104000,3,743,19,48,6,0,0,819,11555.555555555555,22000
17159,30,347,13,120000,3,178,5,45,43,0,0,274,8571.42857142857,8999
17160,30,1562,2,24500,6,991,19,45,25,1,0,1086,8166.666666666667,84997
17161,17,720,7,58880,3,447,9,16,25,1,0,500,7360.0,21000
17162,29,537,8,92203,3,257,17,45,25,1,0,347,10244.777777777777,19999
17163,30,1489,3,41906,3,881,19,24,6,1,0,933,10476.5,31450
17164,30,1586,1,816,3,953,20,218,25,1,0,1219,408.0,62479
17165,26,24,18,187000,3,51,4,2,3,1,0,63,9842.105263157895,4500
17166,32,222,15,162000,3,65,4,24,3,1,0,99,10125.0,6500
17167,34,1688,4,2000,3,1016,30,48,25,1,0,1122,400.0,124990
17168,34,692,3,127500,3,719,30,48,25,1,0,825,31875.0,12468
17169,26,1109,6,62197,3,645,20,90,25,1,0,783,8885.285714285714,39750
17170,32,594,11,68200,3,338,4,45,25,0,0,415,5683.333333333333,15750
17171,36,884,11,105000,3,590,17,45,25,0,0,680,8750.0,24900
17172,20,259,16,125800,1,319,17,24,25,0,0,386,7400.0,11500
17173,33,586,9,104733,3,656,4,45,25,0,0,733,10473.3,18995
17174,28,487,12,113000,3,246,5,24,6,1,0,284,8692.307692307691,19500
17175,26,894,10,85000,3,642,19,48,10,0,0,722,7727.272727272727,11250
17176,30,749,10,85095,3,672,17,45,25,0,0,762,7735.909090909091,23000
17177,11,271,19,136500,3,181,3,87,3,1,0,277,6825.0,22550
17178,28,628,8,89000,3,406,5,16,25,1,0,455,9888.888888888889,12000
17179,25,961,11,75000,3,572,4,48,25,0,0,652,6250.0,29000
17180,26,1464,2,9100,3,642,19,87,10,1,0,761,3033.3333333333335,44000
17181,33,141,18,75000,3,138,0,48,3,0,0,192,3947.3684210526317,12995
17182,33,1111,3,51351,3,682,27,138,58,1,0,908,12837.75,39366
17183,33,1037,5,51338,3,656,4,60,25,1,0,748,8556.333333333334,39500
17184,30,1220,5,50000,3,736,17,87,25,0,0,868,8333.333333333334,45000
17185,31,1099,14,152520,3,743,17,48,43,1,0,854,10168.0,4200
17186,11,401,11,67000,3,211,2,87,25,1,0,328,5583.333333333333,17000
17187,28,521,15,107750,3,743,5,45,25,1,0,821,6734.375,65499
17188,30,797,11,98000,3,460,17,45,25,1,0,550,8166.666666666667,22500
17189,21,667,8,70700,3,333,4,45,25,0,0,410,7855.555555555556,16500
17190,30,1267,2,28000,3,881,17,60,25,1,0,986,9333.333333333334,58000
17191,17,702,6,33000,3,473,9,45,25,1,0,555,4714.285714285715,25500
17192,34,1057,12,68325,3,561,15,16,25,1,0,620,5255.7692307692305,16750
17193,30,1586,7,6188,3,890,17,149,25,1,0,1084,773.5,45500
17194,34,503,9,53500,3,437,15,24,25,1,0,504,5350.0,24500
17195,32,1206,4,82000,3,769,31,87,3,1,0,893,16400.0,31500
17196,32,439,10,93009,2,290,5,48,25,0,0,370,8455.363636363636,21499
17197,34,1351,10,40000,3,750,15,45,25,1,0,838,3636.3636363636365,57999
17198,41,735,10,66000,3,484,15,45,25,1,0,572,6000.0,19780
17199,34,1632,5,13650,3,926,15,87,25,1,0,1056,2275.0,48000
17200,11,368,12,162000,3,273,6,48,25,0,0,355,12461.538461538461,4500
17201,25,613,10,101000,3,355,4,48,6,1,0,416,9181.818181818182,18500
17202,41,1281,12,105000,3,590,15,60,25,1,0,693,8076.923076923077,22500
17203,2,72,15,185963,3,9,6,60,3,0,0,81,11622.6875,10500
17204,21,667,2,14676,3,626,4,87,25,1,0,745,4892.0,36000
17205,32,1413,3,51902,3,799,29,87,67,1,0,985,12975.5,41885
17206,29,537,12,212000,3,257,4,16,3,1,0,283,16307.692307692309,15900
17207,34,694,6,41000,3,437,4,48,6,1,0,498,5857.142857142857,29000
17208,19,1692,3,3500,6,907,17,87,25,1,0,1042,875.0,92500
17209,34,1363,6,84450,3,726,30,45,25,1,0,829,12064.285714285714,31000
17210,30,492,9,125000,3,386,17,16,25,1,0,447,12500.0,26500
17211,32,960,6,95000,2,658,4,48,3,1,0,715,13571.42857142857,31000
17212,20,630,6,62377,3,592,14,13,3,1,0,625,8911.0,43000
17213,29,813,9,83400,3,504,4,48,25,1,0,584,8340.0,21990
17214,20,460,8,124000,3,360,17,60,25,0,0,465,13777.777777777777,24000
17215,33,118,23,160900,3,81,0,45,3,1,0,132,6704.166666666667,7500
17216,28,1650,1,600,3,743,4,48,25,1,0,823,300.0,139500
17217,13,270,11,70500,3,267,4,45,3,1,0,322,5875.0,11499
17218,32,1272,3,39000,3,858,31,45,25,1,0,962,9750.0,54000
17219,14,321,18,114000,3,158,2,48,3,0,0,214,6000.0,12999
17220,21,667,6,38000,3,626,4,87,25,1,0,745,5428.571428571428,45000
17221,16,380,9,78007,3,209,4,60,25,1,0,301,7800.7,16500
17222,30,1149,4,27000,3,596,19,48,43,1,0,709,5400.0,24900
17223,29,1331,5,54500,3,976,20,172,62,1,0,1233,9083.333333333334,35113
17224,33,1525,6,13900,3,803,17,48,52,1,0,923,1985.7142857142858,54490
17225,33,1441,2,44373,3,616,4,16,25,1,0,664,14791.0,69000
17226,25,1266,5,50340,3,626,19,48,52,1,0,748,8390.0,39100
17227,11,173,16,136500,3,142,2,45,25,0,0,217,8029.411764705882,9950
17228,36,1116,8,56235,3,718,19,45,6,1,0,791,6248.333333333333,40000
17229,28,942,4,10500,3,743,4,45,25,1,0,820,2100.0,72000
17230,30,1738,1,3490,3,977,19,87,85,1,0,1171,1745.0,115999
17231,30,634,7,55000,3,386,17,48,52,0,0,506,6875.0,23450
17232,30,1620,8,43705,3,418,17,87,25,0,0,550,4856.111111111111,25900
17233,24,679,5,108559,3,439,20,41,9,1,0,512,18093.166666666668,26772
17234,41,1790,4,11256,3,1034,15,14,43,1,0,1109,2251.2,124900
17235,36,39,18,121886,3,144,4,45,6,0,0,202,6415.0526315789475,8400
17236,30,1562,2,10376,3,953,20,193,25,1,0,1194,3458.6666666666665,48459
17237,30,384,15,98000,3,418,9,48,25,0,0,503,6125.0,16995
17238,26,591,27,131000,3,226,1,87,25,1,0,342,4678.571428571428,15500
17239,26,1409,2,10458,3,794,20,90,71,1,0,978,3486.0,69685
17240,32,327,17,228000,3,277,2,24,6,1,0,312,12666.666666666666,3850
17241,31,865,8,92031,3,656,5,45,6,1,0,715,10225.666666666666,16500
17242,32,794,9,194454,2,368,5,48,3,1,0,426,19445.4,10500
17243,32,1272,4,31250,3,769,4,60,25,1,0,861,6250.0,62000
17244,34,1762,4,13000,3,1018,30,87,3,1,0,1141,2600.0,68969
17245,29,850,9,108000,3,478,17,45,43,0,0,586,10800.0,22500
17246,33,1670,2,2200,3,962,19,45,25,1,0,1054,733.3333333333334,36994
17247,34,1340,13,60000,3,710,15,45,25,1,0,798,4285.714285714285,35000
17248,33,665,17,60000,3,455,5,24,6,1,0,493,3333.3333333333335,18000
17249,7,369,17,86000,3,307,2,48,25,1,0,385,4777.777777777777,15000
17250,14,125,18,188000,3,77,0,16,3,0,0,99,9894.736842105263,8700
17251,34,1765,8,35000,3,990,15,87,43,1,0,1138,3888.8888888888887,134000
17252,34,694,10,88300,3,437,15,45,43,1,0,543,8027.272727272727,17999
17253,33,1219,3,30301,3,541,20,141,25,1,0,730,7575.25,49273
17254,41,1668,2,13250,3,1007,19,103,25,1,0,1157,4416.666666666667,37900
17255,26,941,6,67499,3,686,19,48,25,1,0,781,9642.714285714286,53800
17256,34,1333,11,53900,3,737,15,48,6,1,0,809,4491.666666666667,23800
17257,33,1616,8,49000,3,935,36,87,25,1,0,1086,5444.444444444444,65000
17258,11,194,14,111000,3,156,6,45,25,0,0,235,7400.0,10200
17259,32,1153,3,41000,3,885,19,87,25,1,0,1019,10250.0,35000
17260,27,243,17,64000,3,150,2,87,6,1,0,248,3555.5555555555557,75000
17261,2,64,16,62930,3,50,2,87,25,0,0,167,3701.764705882353,10500
17262,30,833,7,75479,3,672,17,48,25,1,0,765,9434.875,42000
17263,41,1281,7,49000,3,590,15,87,6,1,0,701,6125.0,34000
17264,12,730,13,82000,3,97,3,48,3,1,0,154,5857.142857142857,18999
17265,36,884,5,73837,3,590,19,87,25,1,0,724,12306.166666666666,39990
17266,34,1469,5,49899,3,719,4,45,25,1,0,796,8316.5,42500
17267,33,665,20,45000,3,431,4,16,25,1,0,479,2142.8571428571427,3000
17268,30,530,11,71964,3,386,19,60,54,1,0,522,5997.0,21990
17269,33,689,8,76000,3,195,4,87,3,1,0,292,8444.444444444445,20500
17270,12,264,2,14361,3,444,19,45,25,1,0,536,4787.0,57999
17271,30,1282,8,37100,3,736,19,45,25,1,0,828,4122.222222222223,32000
17272,25,613,6,70891,3,626,17,48,6,1,0,700,10127.285714285714,23800
17273,30,1184,3,9472,3,719,19,60,54,1,0,855,2368.0,36000
17274,16,121,14,122000,3,242,4,16,25,0,0,290,8133.333333333333,11500
17275,36,455,13,135000,3,126,5,45,6,1,0,185,9642.857142857143,9999
17276,12,294,31,170443,1,319,1,60,3,0,0,384,5326.34375,6100
17277,32,960,9,86000,3,581,4,45,25,1,0,658,8600.0,26900
17278,33,224,18,300183,2,55,4,60,3,0,0,124,15799.105263157895,10900
17279,27,1164,5,34150,3,718,4,48,54,1,0,827,5691.666666666667,58000
17280,30,1062,11,76474,3,672,17,48,25,1,0,765,6372.833333333333,26000
17281,33,1246,2,15500,3,803,31,45,25,1,0,907,5166.666666666667,81900
17282,41,1668,4,16741,3,1007,19,24,25,1,0,1078,3348.2,76000
17283,30,749,10,73500,3,672,17,45,25,0,0,762,6681.818181818182,22000
17284,29,1500,7,53500,6,825,4,45,43,1,0,923,6687.5,33999
17285,33,1037,6,75466,3,656,5,45,25,1,0,734,10780.857142857143,34500
17286,32,1206,4,53401,3,769,31,48,3,1,0,854,10680.2,24999
17287,16,517,7,111000,3,405,6,48,25,0,0,487,13875.0,13000
17288,30,787,7,46891,3,736,17,87,6,0,0,849,5861.375,24999
17289,29,1141,10,37500,3,492,19,48,6,1,0,568,3409.090909090909,32999
17290,42,1696,2,1750,3,958,4,103,25,1,0,1093,583.3333333333334,89000
17291,33,1131,2,48879,3,752,29,110,58,1,0,952,16293.0,147500
17292,32,491,17,27407,3,163,4,16,25,1,0,211,1522.611111111111,22000
17293,30,140,20,116000,3,125,1,2,6,1,0,137,5523.809523809524,10500
17294,30,627,10,56910,3,418,19,45,25,1,0,510,5173.636363636364,28900
17295,16,380,10,97700,3,209,4,16,25,1,0,257,8881.818181818182,17995
17296,30,925,9,54000,3,848,9,48,25,1,0,933,5400.0,29000
17297,20,846,5,76474,3,471,5,45,25,1,0,549,12745.666666666666,21865
17298,25,317,19,154000,3,140,4,48,6,0,0,201,7700.0,10000
17299,30,1673,1,15736,4,940,17,48,43,1,0,1052,7868.0,65499
17300,30,1575,11,27965,3,814,15,103,25,1,0,960,2330.4166666666665,85500
17301,30,1149,6,61830,3,645,20,48,25,1,0,741,8832.857142857143,39853
17302,11,391,16,227010,3,365,2,87,3,1,0,460,13353.529411764706,3850
17303,41,1668,6,22700,3,859,15,48,25,1,0,950,3242.8571428571427,200000
17304,45,1151,17,18000,3,613,4,45,25,1,0,690,1000.0,73000
17305,19,128,18,245000,3,38,4,60,3,0,0,108,12894.736842105263,6500
17306,41,1589,1,4106,3,968,33,45,113,1,0,1162,2053.0,84645
17307,19,977,20,110250,3,118,4,16,3,1,0,144,5250.0,3900
17308,32,1272,8,76500,3,438,4,45,25,1,0,515,8500.0,19000
17309,30,925,6,25250,3,848,9,87,25,1,0,972,3607.1428571428573,47000
17310,32,1206,6,64552,3,696,31,48,3,0,0,781,9221.714285714286,31650
17311,29,1365,5,54320,6,825,19,3,25,1,0,878,9053.333333333334,399900
17312,25,298,17,112600,3,198,5,16,25,0,0,247,6255.555555555556,11250
17313,34,1053,13,122000,3,668,4,48,6,0,0,729,8714.285714285714,4900
17314,34,379,21,42000,3,213,15,48,6,1,0,285,1909.090909090909,17500
17315,25,613,15,131095,3,355,4,16,3,0,0,381,8193.4375,13500
17316,16,712,6,61074,3,405,17,45,25,0,0,495,8724.857142857143,13450
17317,30,833,5,75479,3,672,17,45,25,1,0,762,12579.833333333334,44850
17318,30,384,16,143250,3,418,9,16,25,1,0,471,8426.470588235294,11500
17319,41,1677,4,22000,3,1028,19,45,25,1,0,1120,4400.0,134900
17320,11,368,13,137483,3,273,6,48,3,0,0,333,9820.214285714286,12000
17321,30,1620,6,44486,3,890,17,45,25,1,0,980,6355.142857142857,26950
17322,11,647,17,146000,3,242,4,60,3,0,0,312,8111.111111111111,4200
17323,30,627,10,86500,3,418,19,48,25,0,0,513,7863.636363636364,24950
17324,33,817,8,102200,3,656,5,48,6,0,0,718,11355.555555555555,35500
17325,33,1716,3,17000,3,962,17,87,54,1,0,1123,4250.0,95000
17326,30,1635,6,7580,3,909,17,87,25,1,0,1041,1082.857142857143,44850
17327,32,319,8,61549,3,205,5,16,25,1,0,254,6838.777777777777,21000
17328,30,895,12,106000,3,395,5,45,6,1,0,454,8153.846153846154,19500
17329,16,720,9,105000,3,447,4,87,25,0,0,566,10500.0,21900
17330,18,1068,2,16500,6,648,4,48,25,1,0,731,5500.0,52000
17331,17,420,14,121800,3,303,1,45,25,1,0,377,8120.0,9000
17332,45,625,19,75000,3,407,5,87,25,1,0,527,3750.0,18900
17333,36,1506,8,36632,3,894,19,48,43,1,0,1007,4070.222222222222,65000
17334,18,1637,2,18196,3,845,19,45,25,1,0,937,6065.333333333333,61995
17335,28,1576,3,28260,3,743,31,45,25,1,0,847,7065.0,50927
17336,16,121,11,112000,3,242,4,16,25,1,0,290,9333.333333333334,9495
17337,27,1004,8,49000,3,590,4,48,25,1,0,670,5444.444444444444,140000
17338,26,894,14,100100,3,280,4,45,25,1,0,357,6673.333333333333,17500
17339,27,358,15,170000,3,265,5,60,6,0,0,339,10625.0,7000
17340,20,1033,5,26000,3,592,14,64,25,1,0,698,4333.333333333333,31933
17341,34,429,12,95500,3,301,15,45,25,1,0,389,7346.153846153846,10500
17342,34,1762,4,9500,3,1018,30,87,3,1,0,1141,1900.0,48000
17343,20,351,17,50600,3,402,9,48,52,1,0,514,2811.1111111111113,37000
17344,14,186,17,188000,3,51,4,60,3,0,0,121,10444.444444444445,8250
17345,34,413,29,106983,1,319,0,3,6,1,0,329,3566.1,17999
17346,34,959,8,65000,3,604,17,16,25,0,0,665,7222.222222222223,26500
17347,34,1469,2,18196,3,719,4,48,25,1,0,799,6065.333333333333,77900
17348,30,436,9,111000,3,386,19,48,6,0,0,462,11100.0,17500
17349,51,1792,3,14806,3,1037,19,48,52,1,0,1159,3701.5,234000
17350,49,1775,1,2500,3,1022,4,45,54,1,0,1128,1250.0,91000
17351,32,204,13,160000,3,108,4,45,25,1,0,185,11428.57142857143,8900
17352,32,1102,9,157500,3,581,5,16,3,0,0,608,15750.0,15000
17353,30,841,9,68000,3,596,4,16,43,0,0,662,6800.0,19995
17354,14,580,17,91300,3,431,2,48,10,0,0,494,5072.222222222223,7200
17355,30,787,7,39600,3,418,17,48,25,1,0,511,4950.0,26999
17356,41,1281,4,23250,3,728,4,87,25,1,0,847,4650.0,37000
17357,32,799,7,61001,3,346,5,87,25,0,0,466,7625.125,20000
17358,26,894,9,137790,3,642,2,24,10,1,0,681,13779.0,15000
17359,19,29,18,199296,3,16,4,60,6,0,0,89,10489.263157894737,9950
17360,36,1729,2,13970,6,936,4,103,25,1,0,1074,4656.666666666667,87500
17361,32,1395,2,28260,5,949,31,45,25,1,0,1055,9420.0,56000
17362,33,1326,3,23195,2,822,4,45,25,1,0,898,5798.75,46500
17363,41,1677,3,13000,3,1028,4,87,25,1,0,1147,3250.0,41900
17364,24,1492,2,11000,3,713,4,48,25,0,0,793,3666.6666666666665,48950
17365,42,1560,4,49252,3,734,4,48,25,1,0,814,9850.4,54490
17366,34,694,10,82000,3,437,4,16,25,1,0,485,7454.545454545455,16000
17367,33,1437,2,23151,3,803,9,25,25,1,0,865,7717.0,32300
17368,28,770,11,114500,2,358,4,45,25,1,0,434,9541.666666666666,2990
17369,41,842,8,52744,3,556,17,87,25,1,0,688,5860.444444444444,20000
17370,34,550,7,76309,3,514,4,87,25,1,0,633,9538.625,16500
17371,42,1408,3,11200,3,832,4,48,25,1,0,912,2800.0,47500
17372,25,684,9,72200,6,162,4,45,25,1,0,242,7220.0,22500
17373,26,170,19,141800,3,123,9,45,25,1,0,205,7090.0,4700
17374,18,414,9,104000,3,386,4,48,25,0,0,466,10400.0,25995
17375,34,1302,5,41500,3,726,30,45,5,0,0,809,6916.666666666667,68500
17376,7,193,12,163500,2,137,4,48,6,1,0,197,12576.923076923076,10499
17377,30,787,11,99915,3,418,19,45,6,0,0,491,8326.25,26500
17378,33,1246,2,22000,3,803,9,45,25,1,0,885,7333.333333333333,50000
17379,34,1363,6,49000,3,726,30,48,25,1,0,832,7000.0,49000
17380,17,147,12,126000,3,101,17,45,6,1,0,172,9692.307692307691,7999
17381,34,1632,5,12985,3,926,30,45,25,0,0,1029,2164.1666666666665,59000
17382,36,455,11,66500,3,419,4,16,25,1,0,467,5541.666666666667,15500
17383,32,34,15,166200,3,23,2,45,6,1,0,79,10387.5,6999
17384,30,1191,4,50000,3,672,19,48,43,0,0,785,10000.0,55000
17385,18,1208,3,29336,3,645,20,45,95,1,0,808,7334.0,28196
17386,30,1133,5,42750,3,672,4,60,25,1,0,764,7125.0,61350
17387,41,1668,4,16741,3,1007,4,103,25,1,0,1142,3348.2,119900
17388,25,713,16,120800,3,249,15,24,43,1,0,334,7105.882352941177,13900
17389,20,469,17,69000,3,417,5,87,25,1,0,537,3833.3333333333335,32500
17390,25,869,7,67500,3,284,17,87,25,1,0,416,8437.5,30000
17391,34,1405,6,60000,3,781,4,48,25,1,0,861,8571.42857142857,45000
17392,41,1668,4,25568,3,1021,41,24,25,1,0,1114,5113.6,162950
17393,39,1443,2,47850,3,746,19,45,25,1,0,838,15950.0,51900
17394,32,411,4,119000,2,368,4,48,25,1,0,447,23800.0,34000
17395,33,817,9,140401,3,306,5,24,3,1,0,341,14040.1,16000
17396,26,894,14,182000,3,280,4,48,3,0,0,338,12133.333333333334,15900
17397,30,1620,2,48291,3,890,17,87,25,1,0,1022,16097.0,51900
17398,22,626,9,89726,3,314,4,48,43,0,0,412,8972.6,34995
17399,19,896,17,163500,3,132,2,48,3,0,0,188,9083.333333333334,11000
17400,30,1562,4,45241,3,736,4,45,43,1,0,831,9048.2,40000
17401,19,608,9,90000,3,249,4,16,3,1,0,275,9000.0,14000
17402,33,665,16,145000,3,695,4,24,25,0,0,751,8529.411764705883,8300
17403,32,594,8,4500,3,346,9,24,25,1,0,407,500.0,45500
17404,30,1478,4,28000,3,848,15,45,85,1,0,996,5600.0,69900
17405,20,990,4,61117,3,592,14,63,25,1,0,697,12223.4,30919
17406,34,367,31,70015,1,319,4,45,25,1,0,394,2187.96875,15900
17407,11,1665,9,9670,3,879,17,48,25,1,0,972,967.0,54000
17408,29,1175,15,74000,3,577,17,48,25,0,0,670,4625.0,27000
17409,32,602,8,72348,3,338,9,45,25,0,0,420,8038.666666666667,33800
17410,31,394,9,119000,3,314,5,48,43,1,0,413,11900.0,15000
17411,34,1632,3,13650,3,926,30,45,25,1,0,1029,3412.5,55000
17412,25,504,18,62393,3,231,4,45,25,1,0,308,3283.842105263158,34500
17413,5,165,14,74000,3,61,9,25,25,1,0,123,4933.333333333333,9650
17414,19,1644,2,9000,6,902,31,149,25,1,0,1113,3000.0,18300
17415,31,1139,5,53000,5,807,31,45,25,0,0,913,8833.333333333334,20000
